comparison_id,race_id,election_date,topic,relationship,analysis,review_method,timing_status,candidate_name,candidate_excerpt_id,candidate_quote,candidate_source_url,candidate_publication_date,candidate_locators,candidate_source_sha256,candidate_timing_status,opponent_name,opponent_excerpt_id,opponent_quote,opponent_source_url,opponent_publication_date,opponent_locators,opponent_source_sha256,opponent_timing_status,representation_kind,comparison_scope,election_timing,candidate_source_speaker_name,candidate_archive_url,candidate_capture_date,candidate_reviewed_locator,candidate_ballot_name,candidate_ballot_party,candidate_identity_resolution,candidate_identity_evidence_ids,candidate_identity_review_notes,opponent_source_speaker_name,opponent_archive_url,opponent_capture_date,opponent_reviewed_locator,opponent_ballot_name,opponent_ballot_party,opponent_identity_resolution,opponent_identity_evidence_ids,opponent_identity_review_notes,identity_resolution,identity_caveat,candidate_publication_month,candidate_source_type,opponent_publication_month,opponent_source_type
wi26-hong-crowley-data,race-48b209f7fa641f4b280d,2026-08-11,technology,different_emphasis,"Hong foregrounds risks and subsidy objections; Crowley foregrounds conditional benefits for industry, schools, broadband and entrepreneurs. Crowley's protections are preserved, and Hong is not assigned a moratorium commitment solely from this excerpt.",assistant_source_review_not_independent_human_gold,pre_primary_verified,Francesca Hong,wi26-hong-data,subsidies and handouts,https://pbswisconsin.org/watch/here-and-now/data-centers-and-wisconsins-2026-candidates-for-governor-erbniy/,2026-02-18,paragraph 66,7e7c591a43ac62017910fdb70378bd1e4fcce284afa16beb880ecf773d1045e8,verified_publication_date,David Crowley,wi26-crowley-data,community benefits,https://pbswisconsin.org/watch/here-and-now/data-centers-and-wisconsins-2026-candidates-for-governor-erbniy/,2026-02-18,paragraph 78,7e7c591a43ac62017910fdb70378bd1e4fcce284afa16beb880ecf773d1045e8,verified_publication_date,policy_position,democratic_primary,past_scheduled_date,,,,,,,,,,,,,,,,,,,canonical_registry_and_cached_source_association,Canonical registry role and retained candidate-source association; not a new independent ballot certification.,,candidate_interview,,candidate_interview
wi26-hong-roys-data,race-48b209f7fa641f4b280d,2026-08-11,technology,different_mechanism,Hong emphasizes subsidy and cost-shift opposition; Roys specifies statewide strategy and transparency around local negotiations and environmental effects. Neither proposal implies rejection of the other's protections.,assistant_source_review_not_independent_human_gold,pre_primary_verified,Francesca Hong,wi26-hong-data,subsidies and handouts,https://pbswisconsin.org/watch/here-and-now/data-centers-and-wisconsins-2026-candidates-for-governor-erbniy/,2026-02-18,paragraph 66,7e7c591a43ac62017910fdb70378bd1e4fcce284afa16beb880ecf773d1045e8,verified_publication_date,Kelda Roys,wi26-roys-data,statewide strategy,https://pbswisconsin.org/watch/here-and-now/data-centers-and-wisconsins-2026-candidates-for-governor-erbniy/,2026-02-18,paragraph 70,7e7c591a43ac62017910fdb70378bd1e4fcce284afa16beb880ecf773d1045e8,verified_publication_date,policy_position,democratic_primary,past_scheduled_date,,,,,,,,,,,,,,,,,,,canonical_registry_and_cached_source_association,Canonical registry role and retained candidate-source association; not a new independent ballot certification.,,candidate_interview,,candidate_interview
wi26-hong-barnes-schools,race-48b209f7fa641f4b280d,2026-08-11,education,different_emphasis,"Hong specifies reimbursement and general-aid changes; Barnes emphasizes whole-child needs such as housing, food and healthcare. These proposals can reinforce one another.",assistant_source_review_not_independent_human_gold,pre_primary_verified,Francesca Hong,wi26-hong-schools,90% reimbursement,https://pbswisconsin.org/watch/wisconsin-s-2026-governor-candidates-consider-school-funding/wisconsins-2026-governor-candidates-consider-school-funding-lgrrw3/,2026-01-30,paragraph 69,c0879d657652137bf3f0d9583a457d661b8e46aef798b9a1635969f70a32d1b5,verified_publication_date,Mandela Barnes,wi26-barnes-schools,whole child,https://pbswisconsin.org/watch/wisconsin-s-2026-governor-candidates-consider-school-funding/wisconsins-2026-governor-candidates-consider-school-funding-lgrrw3/,2026-01-30,paragraph 75,c0879d657652137bf3f0d9583a457d661b8e46aef798b9a1635969f70a32d1b5,verified_publication_date,policy_position,democratic_primary,past_scheduled_date,,,,,,,,,,,,,,,,,,,canonical_registry_and_cached_source_association,Canonical registry role and retained candidate-source association; not a new independent ballot certification.,,candidate_interview,,candidate_interview
wi26-hong-rodriguez-schools,race-48b209f7fa641f4b280d,2026-08-11,education,shared_position,Both support increased state investment and school-funding reform to reduce inequity and reliance on local property-tax increases. Rodriguez does not state Hong's90% special-education target.,assistant_source_review_not_independent_human_gold,pre_primary_verified,Francesca Hong,wi26-hong-schools,90% reimbursement,https://pbswisconsin.org/watch/wisconsin-s-2026-governor-candidates-consider-school-funding/wisconsins-2026-governor-candidates-consider-school-funding-lgrrw3/,2026-01-30,paragraph 69,c0879d657652137bf3f0d9583a457d661b8e46aef798b9a1635969f70a32d1b5,verified_publication_date,Sara Rodriguez,wi26-rodriguez-schools,more dollars,https://pbswisconsin.org/watch/wisconsin-s-2026-governor-candidates-consider-school-funding/wisconsins-2026-governor-candidates-consider-school-funding-lgrrw3/,2026-01-30,paragraph 71,c0879d657652137bf3f0d9583a457d661b8e46aef798b9a1635969f70a32d1b5,verified_publication_date,policy_position,democratic_primary,past_scheduled_date,,,,,,,,,,,,,,,,,,,canonical_registry_and_cached_source_association,Canonical registry role and retained candidate-source association; not a new independent ballot certification.,,candidate_interview,,candidate_interview
wi26-hong-brennan-schools,race-48b209f7fa641f4b280d,2026-08-11,education,different_emphasis,Both favor more investment and formula change; Hong states a precise special-education reimbursement proposal while Brennan stresses replacing an outdated funding structure.,assistant_source_review_not_independent_human_gold,pre_primary_verified,Francesca Hong,wi26-hong-schools,90% reimbursement,https://pbswisconsin.org/watch/wisconsin-s-2026-governor-candidates-consider-school-funding/wisconsins-2026-governor-candidates-consider-school-funding-lgrrw3/,2026-01-30,paragraph 69,c0879d657652137bf3f0d9583a457d661b8e46aef798b9a1635969f70a32d1b5,verified_publication_date,Joel Brennan,wi26-brennan-schools,spend more,https://pbswisconsin.org/watch/wisconsin-s-2026-governor-candidates-consider-school-funding/wisconsins-2026-governor-candidates-consider-school-funding-lgrrw3/,2026-01-30,paragraph 65,c0879d657652137bf3f0d9583a457d661b8e46aef798b9a1635969f70a32d1b5,verified_publication_date,policy_position,democratic_primary,past_scheduled_date,,,,,,,,,,,,,,,,,,,canonical_registry_and_cached_source_association,Canonical registry role and retained candidate-source association; not a new independent ballot certification.,,candidate_interview,,candidate_interview
wi26-hong-crowley-schools,race-48b209f7fa641f4b280d,2026-08-11,education,different_mechanism,Hong proposes specified school-aid changes; Crowley proposes a tax-and-spending commission. A commission is not evidence that Crowley rejects more school funding.,assistant_source_review_not_independent_human_gold,pre_primary_verified,Francesca Hong,wi26-hong-schools,90% reimbursement,https://pbswisconsin.org/watch/wisconsin-s-2026-governor-candidates-consider-school-funding/wisconsins-2026-governor-candidates-consider-school-funding-lgrrw3/,2026-01-30,paragraph 69,c0879d657652137bf3f0d9583a457d661b8e46aef798b9a1635969f70a32d1b5,verified_publication_date,David Crowley,wi26-crowley-schools,blue-ribbon commission,https://pbswisconsin.org/watch/wisconsin-s-2026-governor-candidates-consider-school-funding/wisconsins-2026-governor-candidates-consider-school-funding-lgrrw3/,2026-01-30,paragraph 67,c0879d657652137bf3f0d9583a457d661b8e46aef798b9a1635969f70a32d1b5,verified_publication_date,policy_position,democratic_primary,past_scheduled_date,,,,,,,,,,,,,,,,,,,canonical_registry_and_cached_source_association,Canonical registry role and retained candidate-source association; not a new independent ballot certification.,,candidate_interview,,candidate_interview
wi26-hong-roys-schools,race-48b209f7fa641f4b280d,2026-08-11,education,different_emphasis,"Hong foregrounds formula equity, special education and general aids; Roys foregrounds investment alongside teacher development and retention.",assistant_source_review_not_independent_human_gold,pre_primary_verified,Francesca Hong,wi26-hong-schools,90% reimbursement,https://pbswisconsin.org/watch/wisconsin-s-2026-governor-candidates-consider-school-funding/wisconsins-2026-governor-candidates-consider-school-funding-lgrrw3/,2026-01-30,paragraph 69,c0879d657652137bf3f0d9583a457d661b8e46aef798b9a1635969f70a32d1b5,verified_publication_date,Kelda Roys,wi26-roys-schools,teacher retention,https://pbswisconsin.org/watch/wisconsin-s-2026-governor-candidates-consider-school-funding/wisconsins-2026-governor-candidates-consider-school-funding-lgrrw3/,2026-01-30,paragraph 63,c0879d657652137bf3f0d9583a457d661b8e46aef798b9a1635969f70a32d1b5,verified_publication_date,policy_position,democratic_primary,past_scheduled_date,,,,,,,,,,,,,,,,,,,canonical_registry_and_cached_source_association,Canonical registry role and retained candidate-source association; not a new independent ballot certification.,,candidate_interview,,candidate_interview
wi26-hong-barnes-vouchers,race-48b209f7fa641f4b280d,2026-08-11,education,different_emphasis,Hong sharply criticizes the program and calls for scrutiny; Barnes foregrounds equivalent rules and public accountability. Neither answer establishes a specific abolition schedule.,assistant_source_review_not_independent_human_gold,pre_primary_verified,Francesca Hong,wi26-hong-vouchers,unaccountable,https://pbswisconsin.org/watch/wisconsin-s-2026-governor-candidates-consider-school-funding/wisconsins-2026-governor-candidates-consider-school-funding-lgrrw3/,2026-01-30,paragraph 89,c0879d657652137bf3f0d9583a457d661b8e46aef798b9a1635969f70a32d1b5,verified_publication_date,Mandela Barnes,wi26-barnes-vouchers,public accountability,https://pbswisconsin.org/watch/wisconsin-s-2026-governor-candidates-consider-school-funding/wisconsins-2026-governor-candidates-consider-school-funding-lgrrw3/,2026-01-30,paragraph 83,c0879d657652137bf3f0d9583a457d661b8e46aef798b9a1635969f70a32d1b5,verified_publication_date,policy_position,democratic_primary,past_scheduled_date,,,,,,,,,,,,,,,,,,,canonical_registry_and_cached_source_association,Canonical registry role and retained candidate-source association; not a new independent ballot certification.,,candidate_interview,,candidate_interview
wi26-hong-rodriguez-vouchers,race-48b209f7fa641f4b280d,2026-08-11,education,different_strategy,Hong emphasizes critical review of the program; Rodriguez specifies restoring its low-income focus and resisting a separately funded parallel system. The comparison preserves what is and is not explicitly promised.,assistant_source_review_not_independent_human_gold,pre_primary_verified,Francesca Hong,wi26-hong-vouchers,unaccountable,https://pbswisconsin.org/watch/wisconsin-s-2026-governor-candidates-consider-school-funding/wisconsins-2026-governor-candidates-consider-school-funding-lgrrw3/,2026-01-30,paragraph 89,c0879d657652137bf3f0d9583a457d661b8e46aef798b9a1635969f70a32d1b5,verified_publication_date,Sara Rodriguez,wi26-rodriguez-vouchers,low-income families,https://pbswisconsin.org/watch/wisconsin-s-2026-governor-candidates-consider-school-funding/wisconsins-2026-governor-candidates-consider-school-funding-lgrrw3/,2026-01-30,paragraph 87,c0879d657652137bf3f0d9583a457d661b8e46aef798b9a1635969f70a32d1b5,verified_publication_date,policy_position,democratic_primary,past_scheduled_date,,,,,,,,,,,,,,,,,,,canonical_registry_and_cached_source_association,Canonical registry role and retained candidate-source association; not a new independent ballot certification.,,candidate_interview,,candidate_interview
wi26-hong-brennan-vouchers,race-48b209f7fa641f4b280d,2026-08-11,education,different_strategy,Hong questions the program's legitimacy and transparency; Brennan opposes dramatic expansion while emphasizing accountability and difficulties in unwinding it. Hong is not given an unspoken immediate-abolition pledge.,assistant_source_review_not_independent_human_gold,pre_primary_verified,Francesca Hong,wi26-hong-vouchers,unaccountable,https://pbswisconsin.org/watch/wisconsin-s-2026-governor-candidates-consider-school-funding/wisconsins-2026-governor-candidates-consider-school-funding-lgrrw3/,2026-01-30,paragraph 89,c0879d657652137bf3f0d9583a457d661b8e46aef798b9a1635969f70a32d1b5,verified_publication_date,Joel Brennan,wi26-brennan-vouchers,dramatic expansion,https://pbswisconsin.org/watch/wisconsin-s-2026-governor-candidates-consider-school-funding/wisconsins-2026-governor-candidates-consider-school-funding-lgrrw3/,2026-01-30,paragraph 93,c0879d657652137bf3f0d9583a457d661b8e46aef798b9a1635969f70a32d1b5,verified_publication_date,policy_position,democratic_primary,past_scheduled_date,,,,,,,,,,,,,,,,,,,canonical_registry_and_cached_source_association,Canonical registry role and retained candidate-source association; not a new independent ballot certification.,,candidate_interview,,candidate_interview
wi26-hong-crowley-vouchers,race-48b209f7fa641f4b280d,2026-08-11,education,different_strategy,"Hong foregrounds the public-money/accountability critique; Crowley specifies public-school capacity and funding as prerequisites to removal, alongside equal standards.",assistant_source_review_not_independent_human_gold,pre_primary_verified,Francesca Hong,wi26-hong-vouchers,unaccountable,https://pbswisconsin.org/watch/wisconsin-s-2026-governor-candidates-consider-school-funding/wisconsins-2026-governor-candidates-consider-school-funding-lgrrw3/,2026-01-30,paragraph 89,c0879d657652137bf3f0d9583a457d661b8e46aef798b9a1635969f70a32d1b5,verified_publication_date,David Crowley,wi26-crowley-vouchers,same standards,https://pbswisconsin.org/watch/wisconsin-s-2026-governor-candidates-consider-school-funding/wisconsins-2026-governor-candidates-consider-school-funding-lgrrw3/,2026-01-30,paragraph 91,c0879d657652137bf3f0d9583a457d661b8e46aef798b9a1635969f70a32d1b5,verified_publication_date,policy_position,democratic_primary,past_scheduled_date,,,,,,,,,,,,,,,,,,,canonical_registry_and_cached_source_association,Canonical registry role and retained candidate-source association; not a new independent ballot certification.,,candidate_interview,,candidate_interview
wi26-hong-roys-vouchers,race-48b209f7fa641f4b280d,2026-08-11,education,different_scope,Roys explicitly calls for responsible closure. Hong's selected answer calls for scrutiny and criticizes the program but does not specify closure. The other Democrat makes the more explicit closure commitment in this particular source; missing words are not coded as Hong opposing closure.,assistant_source_review_not_independent_human_gold,pre_primary_verified,Francesca Hong,wi26-hong-vouchers,unaccountable,https://pbswisconsin.org/watch/wisconsin-s-2026-governor-candidates-consider-school-funding/wisconsins-2026-governor-candidates-consider-school-funding-lgrrw3/,2026-01-30,paragraph 89,c0879d657652137bf3f0d9583a457d661b8e46aef798b9a1635969f70a32d1b5,verified_publication_date,Kelda Roys,wi26-roys-vouchers,responsible close,https://pbswisconsin.org/watch/wisconsin-s-2026-governor-candidates-consider-school-funding/wisconsins-2026-governor-candidates-consider-school-funding-lgrrw3/,2026-01-30,paragraph 95,c0879d657652137bf3f0d9583a457d661b8e46aef798b9a1635969f70a32d1b5,verified_publication_date,policy_position,democratic_primary,past_scheduled_date,,,,,,,,,,,,,,,,,,,canonical_registry_and_cached_source_association,Canonical registry role and retained candidate-source association; not a new independent ballot certification.,,candidate_interview,,candidate_interview
