research_group,election_year,candidate_names,entity_kind,grouping_scope,records_without_direct_review,records_with_direct_review,race_ids,meaning
race-e17ce052c9a9edfe68f6 | Seth Grimes,2018,Seth Grimes,individual_candidate,one_registry_record,1,0,race-e17ce052c9a9edfe68f6,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-e17ce052c9a9edfe68f6 | Steve Solomon,2018,Steve Solomon,individual_candidate,one_registry_record,1,0,race-e17ce052c9a9edfe68f6,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
"race-e17ce052c9a9edfe68f6 | Tom R. Falcinelli, Jr.",2018,"Tom R. Falcinelli, Jr.",individual_candidate,one_registry_record,1,0,race-e17ce052c9a9edfe68f6,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-e17ce052c9a9edfe68f6 | Will Jawando,2018,Will Jawando,individual_candidate,one_registry_record,1,0,race-e17ce052c9a9edfe68f6,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-e187caea2168121e2e21 | Bill Kinne,2026,Bill Kinne,individual_candidate,one_registry_record,1,0,race-e187caea2168121e2e21,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-e311906b4ccb39c194bc | Betty Bailey,2026,Betty Bailey,individual_candidate,one_registry_record,1,0,race-e311906b4ccb39c194bc,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-e311906b4ccb39c194bc | Dave Duncan,2026,Dave Duncan,individual_candidate,one_registry_record,1,0,race-e311906b4ccb39c194bc,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-e311906b4ccb39c194bc | Donna Purvis,2026,Donna Purvis,individual_candidate,one_registry_record,1,0,race-e311906b4ccb39c194bc,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-e311906b4ccb39c194bc | Ray Barker,2026,Ray Barker,individual_candidate,one_registry_record,1,0,race-e311906b4ccb39c194bc,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-e311906b4ccb39c194bc | Wallace Garner,2026,Wallace Garner,individual_candidate,one_registry_record,1,0,race-e311906b4ccb39c194bc,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-e6494c2530d8a2c89afa | Andrew Brown,2022,Andrew Brown,individual_candidate,one_registry_record,1,0,race-e6494c2530d8a2c89afa,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-e6494c2530d8a2c89afa | Dawn Ellis,2022,Dawn Ellis,individual_candidate,one_registry_record,1,0,race-e6494c2530d8a2c89afa,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-e6494c2530d8a2c89afa | Erhard Mahnke,2022,Erhard Mahnke,individual_candidate,one_registry_record,1,0,race-e6494c2530d8a2c89afa,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-e6494c2530d8a2c89afa | Martine Larocque Gulick,2022,Martine Larocque Gulick,individual_candidate,one_registry_record,1,0,race-e6494c2530d8a2c89afa,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-e6494c2530d8a2c89afa | Phil Baruth,2022,Phil Baruth,individual_candidate,one_registry_record,1,0,race-e6494c2530d8a2c89afa,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-e6494c2530d8a2c89afa | Tanya Vyhovsky,2022,Tanya Vyhovsky,individual_candidate,one_registry_record,1,0,race-e6494c2530d8a2c89afa,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-e86fd589efa245645b1e | C. William Frick,2018,C. William Frick,individual_candidate,one_registry_record,1,0,race-e86fd589efa245645b1e,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-e86fd589efa245645b1e | David Blair,2018,David Blair,individual_candidate,one_registry_record,1,0,race-e86fd589efa245645b1e,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-e86fd589efa245645b1e | George L. Leventhal,2018,George L. Leventhal,individual_candidate,one_registry_record,1,0,race-e86fd589efa245645b1e,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-e86fd589efa245645b1e | Roger Berliner,2018,Roger Berliner,individual_candidate,one_registry_record,1,0,race-e86fd589efa245645b1e,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-e86fd589efa245645b1e | Rose G. Krasnow,2018,Rose G. Krasnow,individual_candidate,one_registry_record,1,0,race-e86fd589efa245645b1e,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-e8e05c727cae155eb824 | Mckayla Wilkes,2026,Mckayla Wilkes,individual_candidate,one_registry_record,1,0,race-e8e05c727cae155eb824,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-ea84c90b785e35a083cc | Abdul-Razak Osmanu,2023,Abdul-Razak Osmanu,individual_candidate,one_registry_record,1,0,race-ea84c90b785e35a083cc,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-ea84c90b785e35a083cc | Delroy Crawford,2023,Delroy Crawford,individual_candidate,one_registry_record,1,0,race-ea84c90b785e35a083cc,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-eaa79aedeab5e04f8046 | Charles W. Miller,2020,Charles W. Miller,individual_candidate,one_registry_record,1,0,race-eaa79aedeab5e04f8046,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-eaa79aedeab5e04f8046 | Ramona Jade Thomas,2020,Ramona Jade Thomas,individual_candidate,one_registry_record,1,0,race-eaa79aedeab5e04f8046,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-eb3f0f10b223fdebdf9e | Noah Nordstrom,2024,Noah Nordstrom,individual_candidate,one_registry_record,1,0,race-eb3f0f10b223fdebdf9e,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-ecc2987534fdb6d1d696 | Delroy Crawford,2025,Delroy Crawford,individual_candidate,one_registry_record,1,0,race-ecc2987534fdb6d1d696,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-ecc2987534fdb6d1d696 | Douglas J Foley,2025,Douglas J Foley,individual_candidate,one_registry_record,1,0,race-ecc2987534fdb6d1d696,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-ecc2987534fdb6d1d696 | Katie Kiely,2025,Katie Kiely,individual_candidate,one_registry_record,1,0,race-ecc2987534fdb6d1d696,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-ecc2987534fdb6d1d696 | Marion Regina Mullings,2025,Marion Regina Mullings,individual_candidate,one_registry_record,1,0,race-ecc2987534fdb6d1d696,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-ecc2987534fdb6d1d696 | Maurine Crouch,2025,Maurine Crouch,individual_candidate,one_registry_record,1,0,race-ecc2987534fdb6d1d696,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-ecc2987534fdb6d1d696 | Tasha Hunt,2025,Tasha Hunt,individual_candidate,one_registry_record,1,0,race-ecc2987534fdb6d1d696,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-ef20ff0afae6a0db133a | Evan MacKay,2024,Evan MacKay,individual_candidate,one_registry_record,1,0,race-ef20ff0afae6a0db133a,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-ef20ff0afae6a0db133a | Marjorie C. Decker,2024,Marjorie C. Decker,individual_candidate,one_registry_record,1,0,race-ef20ff0afae6a0db133a,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-efcab956da48210a967a | Jason Daniel Mackey,2022,Jason Daniel Mackey,individual_candidate,one_registry_record,1,0,race-efcab956da48210a967a,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-f1956e4841f9053f1c5f | Andrew Hairston,2022,Andrew Hairston,individual_candidate,one_registry_record,1,0,race-f1956e4841f9053f1c5f,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-f1956e4841f9053f1c5f | Yvonne Williams,2022,Yvonne Williams,individual_candidate,one_registry_record,1,0,race-f1956e4841f9053f1c5f,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-f2c9d92dc23853bec68c | Larry D. Lambert Jr.,2020,Larry D. Lambert Jr.,individual_candidate,one_registry_record,1,0,race-f2c9d92dc23853bec68c,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-f2c9d92dc23853bec68c | Ray Seigfried,2020,Ray Seigfried,individual_candidate,one_registry_record,1,0,race-f2c9d92dc23853bec68c,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-f3aaa34dd9a639324f87 | J.P. Lyninger,2024,J.P. Lyninger,individual_candidate,one_registry_record,1,0,race-f3aaa34dd9a639324f87,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-f3aaa34dd9a639324f87 | Kate Dittmeier Holm,2024,Kate Dittmeier Holm,individual_candidate,one_registry_record,1,0,race-f3aaa34dd9a639324f87,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-f3aaa34dd9a639324f87 | Phil Baker,2024,Phil Baker,individual_candidate,one_registry_record,1,0,race-f3aaa34dd9a639324f87,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-f3f07859937b7b7f9309 | Adam Caperton,2020,Adam Caperton,individual_candidate,one_registry_record,1,0,race-f3f07859937b7b7f9309,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-f3f07859937b7b7f9309 | Curtis Green,2020,Curtis Green,individual_candidate,one_registry_record,1,0,race-f3f07859937b7b7f9309,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-f3f07859937b7b7f9309 | Jecorey Arthur,2020,Jecorey Arthur,individual_candidate,one_registry_record,1,0,race-f3f07859937b7b7f9309,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-f3f07859937b7b7f9309 | Nia Marshall,2020,Nia Marshall,individual_candidate,one_registry_record,1,0,race-f3f07859937b7b7f9309,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-f3f07859937b7b7f9309 | Robert LeVertis Bell,2020,Robert LeVertis Bell,individual_candidate,one_registry_record,1,0,race-f3f07859937b7b7f9309,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-f3f07859937b7b7f9309 | Ron Bolton,2020,Ron Bolton,individual_candidate,one_registry_record,1,0,race-f3f07859937b7b7f9309,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-f8472a6d24864b436bac | Tremaine S. Wright,2020,Tremaine S. Wright,individual_candidate,one_registry_record,1,0,race-f8472a6d24864b436bac,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-f9f7cf71f368ebb7198f | Cary M. Dresher,2021,Cary M. Dresher,individual_candidate,one_registry_record,1,0,race-f9f7cf71f368ebb7198f,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-f9f7cf71f368ebb7198f | Kiani Conley-Wilson,2021,Kiani Conley-Wilson,individual_candidate,one_registry_record,1,0,race-f9f7cf71f368ebb7198f,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-faedb9eae89753fe8246 | Gregory Benjamin,2020,Gregory Benjamin,individual_candidate,one_registry_record,1,0,race-faedb9eae89753fe8246,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
